12	1	6582	0	0
202	3	3	0	0
72	8	4842	0	0
1351	0	3789	0	0
1	2	1236	0	0
782	2	1236	0	0
317	3	692	0	0
317	3	6245	0	0
5510	14	3	0	0
3	1	91	0	0
5510	0	3	0	0
5510	0	111	0	0
3	1	91	0	0
1520	1	5227	0	0
9	6	24	0	0
9	1	567	0	0
377	3	377	0	0
79	3	79	0	0
106	3	106	0	0
377	14	377	0	0
18	1	567	0	0
3641	3	1971	0	0
0	1	3659	0	0
749	9	3677	0	0
209	3	10523	0	0
209	0	2511	0	0
209	0	6925	0	0
188	0	9341	0	0
188	0	111	0	0
188	0	25	0	0
188	0	5612	0	0
832	0	12465	0	0
0	8	9505	0	0
1224	0	2293	0	0
1224	1	8839	0	0
8137	1	634	0	0
73	3	180	0	0
140	2	29	0	0
29	12	7435	0	0
37	3	7323	0	0
37	1	1822	0	0
37	3	7323	0	0
37	1	1615	0	0
0	1	13	0	0
13	3	11095	0	0
429	1	13	0	0
1	5	13	0	0
4744	3	13	0	0
3995	1	397	0	0
0	0	970	0	0
0	0	13143	0	0
4744	5	13	0	0
94	1	1753	0	0
94	14	2844	0	0
94	0	4442	0	0
1498	1	1753	0	0
94	0	687	0	0
94	0	2844	0	0
94	0	10975	0	0
94	0	2844	0	0
54	1	6906	0	0
2051	12	12384	0	0
6906	5	8337	0	0
4003	0	876	0	0
4003	0	4758	0	0
10013	0	9091	0	0
12	12	7815	0	0
13	8	13280	0	0
1	12	1605	0	0
0	0	1	0	0
0	0	13	0	0
0	0	459	0	0
0	0	5647	0	0
0	0	114	0	0
3086	7	160	0	0
769	1	459	0	0
1819	1	1945	0	0
1945	0	2719	0	0
111	0	177	0	0
3	0	25	0	0
396	1	333	0	0
177	0	396	0	0
3	0	25	0	0
6076	1	1014	0	0
1014	1	2771	0	0
59	1	1167	0	0
679	0	287	0	0
8237	1	6728	0	0
59	1	3947	0	0
1373	1	97	0	0
97	1	1373	0	0
429	3	494	0	0
429	3	177	0	0
13	13	494	0	0
13	13	177	0	0
663	1	456	0	0
3102	1	456	0	0
2092	2	3102	0	0
3102	2	456	0	0
663	2	456	0	0
2097	3	4663	0	0
2097	3	4663	0	0
63	6	873	0	0
10800	1	1133	0	0
283	1	2788	0	0
10955	1	283	0	0
322	3	10447	0	0
1415	1	322	0	0
10800	1	1133	0	0
1133	5	2576	0	0
4916	4	8692	0	0
114	3	4916	0	0
114	0	2536	0	0
130	1	91	0	0
130	3	25	0	0
4558	0	25	0	0
130	6	12486	0	0
494	0	1258	0	0
494	0	1258	0	0
130	0	583	0	0
494	0	583	0	0
180	3	25	0	0
25	0	400	0	0
